text,label
"Dude someone, please tell this dude that listen to violent music like gangsta rap or deathmetal, doesn't mean they like fighting or killing, lol.",0
Denny was brained also with a fire extinguisher.,0
"I can't believe you are reciting the music he listened to. What does that have to do with a cop using excessive force. When cops can become judge, jury and executioner we as a society are screwed. The issue is cops that do not get trained on escalation of force and do not use or have non lethal means to apprehend civilian suspects.",0
Let it not be news,0
"If you act like a gentleman, you'll be treated like a gentleman. ................someone did not act like a gentleman.",0
"There's so much good data here. I wish it was presented without all the speculation about the marijuana blunts, and emphasis on the rap lyrics and youtube videos. I know a few friends who couldn't ever hurt anyone who are guilty of the same. We all saw the video, we all saw him take the cigars and shove the guy out of his way. There's no reason to try to bring up culturally normative things, which are admittedly ridiculous, but do not indicate actual violence, including rap lyrics which are most often complete bull, when you've otherwise done such an amazing job of collecting a wide range of facts and putting together a, generally, great presentation. Again, Thank you for 99% of this, I greatly appreciate it. I just fear that so much of the good material will be dismissed due to your emphasis on these items which you yourself admit really don't mean anything at all.",0
"All these people with cell phones in the crowd recording the encounter, claiming they saw it all, but nobody - the media, independent researcher or witnesses have video footage of the encounter between Brown and the officer before he was shot.",0
I can't wait until Jesus comes back so he could take care of all this b s I'm getting so sick and tired of all these racist white people and racist black people damn can we all just get along as a black man I love all white people and black people we have to do away with all this hate in are hearts and try loving each other because all that hate is gonna take us to hell we need to come together because we are all gods children not kkk or black power its just us,0
"Man, that officer got so lucky with that video. His life is still ruined but if I were a juror I wouldn't convict him. I am black by the way.",0
I was with this till he started advocating 2 parent families in 'black' communities and totally lost me from there.,0
"This is a really sad story. Someone is killed for no reason, racial war increases. The devil must have seen that officer and his victim and some guys who caused the action. Let's pray for these souls.",0
"The music references sex, drugs, stealing, murder, etc. ...ya, pretty much all rap music is like that",0
"A good job of of determining what occurred before Brown was killed. However, why it occurred is not a simple matter of racism, police abuse or anything mentioned. Question everything. Until we pull back the curtain to see the wizard is an illusion and we are all one and all life is energy and sacred... and turn off the TV. Peace, love and appreciation.",0
"Dear Mr. Stefan Molyneux. Why don't you add to your videos regarding Michael Brown that the Ferguson PD has a horrible history of lying and corruption? If you are smart as I think you are, why not make a statement about how massive authoritarian corruption has a negative impact on the community it serves? And how people eventually get fed up and have no choice but to disregard the law and/or fight back? What did the cop do to merit a charge from Mr Brown? If indeed that is what happened?",0
"Pathetic pseudo philosophy, you vile little man.",1
The chief is not black you are lying,0
What Is Mr browns side oh he is dead.,0
"exactly right Stefan , crime and bad decisions creates poverty and poor unattractive areas. criminals don't steal necessities .. it's just to get ""respect"" from their homies. pathetic",1
Brown was a piece of shit and the world is better off without him.,1
"Stefan..... Please..... Ummm, facts????? How can ya ""philosophize"" without 'em?",0
"BLACKS ARE TIRED OF BEING KILLED FOR NOTHING, HE DIDN'T HAD A WEAPON, SO YOU SHUT YOUR ASS WHITE DEVIL. ALL WHITE PEOPLE ARE EVIL.",1
I am not against most of what is being presented here. I don't believe that Mike Brown was innocent. I believe he acted arrogantly and disrespectfully toward the officer and that it could have led to all of this. BUT... I hate the fact that the officer is being compared to George Zimmerman. Zimmerman was a jerk who shouldve been minding his business and not trying to be a wanna-be cop. The officer has a right and a duty to confront the situation in the way that he did. Zimmerman could have easily walked away and stayed on the phone with the dispatcher.,0
"This makes me so damn angry. All of this over some worthless thug who got himself shot? The protests, those animals looting and tearing shit up in their own neighborhoods over this? This is why everyone thinks the black community is fucked up, because it is fucked up.",1
Kajieme Powell Shooting Video Disturbs For So Many Reasons that is the link to the video i mentoned,0
Man Stef spitting that fire hot enough to make Dylan jealous 12:26 - 13:34,0
Criminal got shot... Great!,1
"I have a magic hamster that has drank a lot of lean and has never heard of anyone using Skittles in lean, Jolly Ranchers are the ideal candy to use. Not that I or the magic hamster do not doubt someone using Skittles in lean I just want to point out that in Houston, where lean was quote/unquote ""created"", the magic hamster prefer to use Jolly Ranchers in their lean.",0
"Watching this Video, It is clear that Stefan has seems to buy all the argument in favor of the White Police officer, but not the Dead Black kid. I have watched other Videos you posted to see if the same patter of bias exist? sure enough , you repeated the same patter of argument against Tryvon Martin. So,you can only convince like minded. You are not different from Alex Jones, and many other White Conservatives who pretend to be against the system only if affect white people. Minorities and Blacks are fair game. So, Stefan, keep preaching your one sided view and you will gain many White admirers who share your view.",0
"Black cop kills white kid...Black kid kills white cop. Does anyone riot, protest and engage national news? No. Race isn't mentioned in either of these circumstances. So think about it, then ask yourself this question (and answer honestly): Who are the REAL racists in this country?",1
"That video of him pushing that clerk around really made me lose any sympathy for him. You can definitely tell from that the guy was most likely a dick.But hell, I need a new TV so I might as well riot and go loot one in his honor",1
its easy to point out all the negative from the black man and point out the good point of the white man that shit is corny if you wanna be taken seriously tell all the facts good and bad from both parties from what i know couple a lyrics and pictures showing a middle finger doest justify to be shot 6times and what the media says is controlled look around the internet the store owner where micheal brown alledgedly stole the cigars said it wasnt micheal brown so the video is bogus if you think about it with everything that happened cops vs black men in the recent years does it make any sens for a black man to start beating on a policeman run away the policeman start firing micheal stop rush back to the police while his gun is drawn and already fired a shot this is pure bullshit ....!,1
"Let us look at the facts Moving away - shots fired - 5 or 6 witness Arms up - shots fire - 4 witness Dropping to his knees - shot fired - 3 witness Audio Recording - 10-12 shots in two groups Video Recording - spontaneous utterances of he had his hands up etc Fighting with Officer - Officer by others Fighting over Weapon in car - Officer by others Weapon discharged in car - Officer by others Damage to officers eye - Medical report not released Officers statement - not released Police logs of incident ( radio report) - not released I forgot an third review of the wounds that showed he was shot at least twice while ""down"". Any witness yet that support the ""unofficial"" officers's version of the incident?",0
this dude is lying his azz off... racist cracka,1
I couldn't help laughing when you started reciting his rap lyrics. TOO GOOD!,0
Holy shit! And I thought Trayvon Martin supporters were imbeciles... You Michael Brown clowns must be on the dope!,1
I guess it sucks that those 2 construction workers show up and prove this entire video to be wrong.,1
"Right on!!! Finally some Sane opinion on this event! These Black bastards are soooooooooo IGNORANT!!! Running around yelling and looting and carrying on, just like in LA Riots.... Same old shit",1
This video is so biased and full of shit.,1
Okay but what in the literal fuck do Skittles and tea have to do with lean?,1
the people translating that conversation is the funniest saddest shit ever...funny because they're getting it WRONG and sad because people are reaching in every direction to find holes to get this cop off....,0
"So the autopsy showed a number of wounds to the right arm making the scenario of him being shot with his hands raised a lot less likely. Or are we still trying to claim that? Let's see, innocent unarmed gentle giant, minding his own business, gunned down in cold blood for jaywalking by a sadistic, jack-booted, racist thug of a police officer who shot the innocent youth in the back while his hands were raised trying to surrender. I keep forgetting which BS story we are still trying to defend and which claims have been totally refuted by the facts. Regardless, it ""doesn't matter"" because we have already decided that the cop is guilty.",1
This would all stop if the cost for it all came from the black community who created it. No responsibility no worry,0
so i can shoot someone because they run at me? lol?,0
"Spin it any way you want, he could have been a thug but the police officer would not know either way unless he had a previous offense and remembered him, which he did not. He did not have a weapon, the police are trained and he did not have to shoot him six times. The fact is we will never truly know all the facts. Go sign the petition for police officers to wear cameras on their chests, then there will be no debate about who seems 'threatening.'",0
"It is odd that Stefan says we should wait to get the facts before judging the cop... but rushes to judgement on the alleged scenario in favor of that cop. The truth is we don't know and the ""truth"" is a mix of both sides.",0
Advertising & ignorance creates much crime in my opinion.,0
I THINK THAT GENTLE GIANT WOULD HAVE KILLED YOU AND SONGS AND RAP BOTH TALK BAD,1
"well, after seeing all the looting and ""protesting"", I would say that he would not have to be high to exhibit very poor decision making. I also am not impressed by anyone going to ""college"", college is not what it used to be. It's pretty much an extended childhood for most people who go.",0
is this not what tazers are for,0
"It obviously doesn't matter that he smoked Marijuana, but the family's autopsy says he was not shot in the back. This unbiased witness clearly states (3 times) MB was coming at the officer. No mention of hands up. Witness to Michael Brown Shooting repeats himself 3 times: ""dude kept coming towards the police""",0
"This guy is a little biased that's for sure , maybe he should bring up the fact that a taser being used could have avoided all this. Forensics will tell what truly happened but I highly doubt mike brown needed to be shot six times. Or how about calling for back up ?? No one said the cop had to be a hero and handle the two kids by himself especially if they acted aggressively. To say the cop was completely in the right as this racist Stefan comes off with is crazy.. cops are held to higher standard. First cops mistake not calling for backup, second trying to get out his door right by the kids lol doesn't he remember his training u get out with space between you to handle the situation better. My uncle is a cop and told me this . Also a taser should have been his first move if mike was charging him but before that even he should have pursued a block away and waited for back up .",0
"Public schools are not terrible, the problem is many kids attending these public schools bring all sorts of issues into the classroom. Please don't build strawman characterizations of the left, many of these communities need public financial support because of conservative economic policies that have devastated local economies. Welfare is simply a symptom not a cause.",0
It's taken you 40 minutes to deduce what most reasoned people did within a minute of hearing the story break. ...but thank you anyway.,0
Michael Brown was a home angel but a street devil. He was no altar boy. His death was his own doing.,0
"I understand that he committed robbery offense but did he deserve to die.. put him in jail but do not end his life and with Trayvon martin, going to buy skittles, he doesn't deserve death either.. this is totally biased because if he was white he would have been labelled a troubled teenager who was peer pressured to commit a crime.",0
"Where is the picture of cops injuries, and why wasn't their a ambulance their for the injured officer.",0
Omg when he started rapping I lost it. Lmao,0
good one Stefan,0
"you obviously take whoever's word for whatever happened if you're taking an unpopular stance. you try so hard to justify any stance that is contrary to the norm, and although ive loved many of your videos i can no longer watch you take the word of the law enforcement one day and then distrust government the next day. you are insincere, stefan molyneux -MW",0
"Obviously rapping isn't in itself a crime, or on its face indicative of a poor character. Aesop Rock raps, he doesn't rap about murdering people and beating the shit out of people for fun. But if you do rap about that stuff, and only that stuff it speaks volumes about your character and how you want to be perceived by the world. It's absolutely relevant",0
"People I know on the ground are saying most people from Ferguson are saying it's not a black/white thing. It's cops over stepping their boundaries. He said the protest during daylight is peaceful and ""tailgate"" like. Then the cops come in military-like and overreactive. FWIW",0
Why not spread the word about the 20 year unarmed white guy shot by a black cop?,0
One of the best breakdowns I have seen yet. We all need to slow down and think before we act and do things.,0
"If you watch the video that Stef mentions at 21:15 you'll know the truth. ALL THE FUCKING EVIDENCE YOU NEED STARTS AT 6:03 THAT'S WHAT HAPPENED. The whole thing started in the car, the kid ran, the cop ran after him, and then the kid turned around, charged at the cop, the cop freaks the fuck out, and starts shooting, but the kid comes coming at the cop, and then eventually got hit in the head. The end.",1
whites are weak,1
"Stephan, Thank you for the video. It takes all the available information into account and provides a reasonable and rational breakdown. Now, for your next video. Could you please call it ""The Truth About Police Brutality And The Militarization Of Police In The United States"". Thank you, Steve",0
"OMG...you did not give the whole story, you only gave one side and only half of it",0
The white race is the racist race.,1
"I don't think somebody deserves to die because they stole some cigars. Fine, if he's a criminal, put him through the legal process. It's in humane to kill him. Americans treat felons and criminals like they're dogs, as if the moment you commit a minor crime like stealing cigarettes and smoking weed you're no longer a human and don't have the same rights as one. The rap he made is bad in quality and tone, but I don't think it matters; a lot of people produce rap music, and considering that the biggest rappers always talk about 'smoking weed' and 'bitches' and killing people, it's no surprise that brown was probably inspired by them. The only crime we have of Brown is stealing some cigars. That's it. Tell me, if a white person went into a convenience store and stole some alcohol, and he got shot not even an hour later by police, would you justify the police shooting him?",0
"When you are 6'4"" 290 and you charge at a armed cop you are a dangerous weapon.",0
"When did coming towards the officer is the same thing as charging the officer, if that person is 35 feet away! No other eyewitness is saying that",0
"Stef if you're for a stateless society, then the discussion of the existence of the cops is useless. You know that the cops are here to protect the state and the corporations and they have to take decisions on the existence of people in only two seconds waw.",0
Once again molyneux spreads complete information that is complete garbage.,1
"Your time sequence of the events are all wrong, there was no 911 call made to report a robbery and officer darren Wilson was not dispatched to any crime scene, even the police chief said that publicly.",0
White Supremacy at its best !,1
"It's amazing the ONLY info on the police officer is that he is given an award. He couldn't find nothing else. Plus there were 4 other witness that support the opposing view but he state what a friend of the officer Wilson wife says repeatedly as fact. The was nothing but a hit piece on Michael brown. How long does it take to tell the truth. It's been 9 days and we still don't have a statement from the officer. But they were quick to release dirt on Micheal brown. Are you smelling it yet??? Are they waiting too see if any video are out there that caught this incident??? It don't take 9 plus days to show his written report. UNLESS ITS FILLED WITH LIES!!! Truth don't change and doesn't need preparation, you just simply tell it.",0
"Michael Brown would not have been going to college if he had lived. He would have been in the county jail awaiting trial for robbery, assault on a police officer and maybe even attempted murder",1
"What about the construction workers working in the area, who saw the incident and stated that Brown had his hands raised and was surrendering? I find it interesting that your witness accounts were limited solely to those 2 accounts that support the minority viewpoint. Additionally, where was the innocent until proven guilty mindset when OJ Simpson was charged with Nicole's murder? Explain the shots to Brown's back? You conveniently omit this information. All witnesses state that Brown's was surrendering except the 2 you mentioned. I have not seen a single picture of the injuries sustained by the police officer who Brown allegedly beat. Do you actually believe that if such pictures existed that they would not be all over the media by now? I am not saying that the officer's actions were motivated by racism. I am saying that the officer probably has psychopathic tendencies. It seems that there are more of these types being hired to police the streets of the USA. Great presentation, but highly hypocritical..",1
"You call yourself an anarchist but defend a cop shooting an unarmed civilian. I'm highly disappointed. At the beginning of your video you referred to yourself as a ""square"" because you didn't know what a blunt is. It's much worse than that Stefan, you're incredibly out of touch as evidence by your complete ignorance towards black/hip hop culture and slang. If you were to start smoking blunts and listening to hip hop you would most likely gain a more enlightened understanding of what life is like in lower class America.",0
"""Almost floor shaving quality cigars..."" Cmon on, keep the sensationalism down can you? Other than that one comment, this video is perfect. Well thought out, well put.",0
"Thank you, Stefan. Humorous, tragic and enlightening. From California.",0
These comments are fucking ridiculous seeing this video over a year after. We all know “hands up don’t shoot” is bullshit. Still a tragedy but let’s not keep exploiting this mans death. No good has come from this in anyway shape or form.,1
“Black thugs” what’s your plan tf,1
He said nigga way too many times,0
"Did he really say trevon martin brought watermelon and skittles to make lean? Lol yo white ppl will say aaannnyything to make blk ppl look a certain way other then the truth..even if trevon said he was a no limit nigga so the fuck what,kids say dumb things all the time, i once said i was batman lol and? They sicken me an will make up any kind of excuse..why dont u talk about the second video tbat came out 2 years after the mike brown situation an how the cops said they didnt think it was important but it showed that mike made a trade with the store owner so there was no robbery lol how about u talk about the corruption with the police and media for withholding information?",1
All you people justifying murder are evil.,1
"If the injustice was against white kids, would there be ANY excuse?",1
Man this guy has nothing but a bunch of waffling nonsense coming out of his mouth can you answer the question or what,1
ana kasparian is the most beautiful woman in the world,0
Ana is fuxking hot,1
"Johnathan Gentry November 24 at 9:59pm · There is No winners or losers in this case. My heart & prayers go out to Michael Brown's family & Darren Wilson's family. If any (current) Leader seeks to make this a racial issue & try to divide this country, you are a worker of satan.",0
"I do not really care to much for some cops but somebody tell this dumb ass girl 1,600 unarmed white people every year are killed by blacks & 3 weeks ago a BLACK COP shot a unarmed white man in salt lake city & 50% of all crime is committed by blacks I can understand some crimes are poverty related but in 2009 AD over 10,000 white women were raped by blacks FBI REPORTS what the fuck does rape have to do with being poor??? Answer nothing & anyone who rapes someone should be hanged by the neck until dead.",1
"Hey Rogan tell them "" good cops "" to put them bad ones in jail",0
"I agree with Joe that being a cop is an extremely difficult job that not many are qualified to handle. And yes there are lots of good cops out there. However, as intelligent and as unplugged out of the ""matrix"" as Joe always claim to be, he seems to be completely unaware or is ignoring the reality of this country's corrupt prison industrial complex and their ties to our failed judicial system, as well as the racial agenda behind police brutality...",1
Tear gas against the Geneva Convention???? HAHAHAHAHAHAHAH.,1
"Aiming guns at people for saying something you don't like, is extremely American. Thats all they do. America is a broken system.",0
Tear gas banned by the geneva convention? Really? Stupid cunts. Also he assaulted a man earlier in the day then assaulted a police officer. Thats a violent felony. Add to that how big that thug was and now tell me why you are saying he was unarmed and shouldnt have been shot. The fucker tried to take the cops gun once already. Tell me if you would be this outraged if that thug killed the cop. Double standards. Any one who says different is just as stupid asthese two.,1
Anybody got a cigar?,0
"It is always easier to second guess someone. Cops do get a lot of training, but at the end of the day they are still just humans. So are Navy seals and any other you can think of. Humans make mistakes. Unless you make robot cops, you will continue to have mistakes being made. WE also have media that plays a big part in this. The issue is that A WHITE co killed a Black man. IF it was a BLACK cop that killed a Black man, this would not even make it in the news probably. WE need to just get a long and stop making everything a race issue. Good citizens are not having these issues with cops. his young man was not a saint and not a ""gentle giant"" as some have said. HE robbed a store and probably things did happen as the cop explained. Only God and the people involved know exactly what happened.",0
"I thumbs upped this video, but to clarify, it was only for Joe Rogan's commentary, and not any of the ignorance Ana spews. And I don't mean ""ignorant"" to necessarily be disparaging, I just mean that she doesn't really understand the situation.",0
"You ""need to be able to call in people with guns in CA"" because the citizens are completely disarmed :) That North Hollywood Bank Heist would have been much shorter in cities where people havent been stripped of their 2nd ammendment rights...",1
Anna is a dumb ass n Joe rogan has no clue what he is saying...Anna go do porn or something n leave this job to some one more intelligent.,1
Lord O'mighty Ana is so incredibly Hot. Her Body is Perfect,0
Joe rogan is an idiot.,1
Thought he was mezzican!,0
I'm working poor and white and I fear my kids would be profiled like I have been my whole life. I get searched every time I get stopped and I have no record but they love fucking with me. And I hope better for my kids.,0
"Since when did we start giving a fuck what Joe Rogan has to say about anything. Didn't he used to make people eat bugs and shit, now he's a social commentator? come the fuck on.",1
Look up Mike brown world instrumental,0
an officer pulls his weapon to create a buffer zone so things like Baltimore do not happen,0
I wish Joe would have gone all Fear Factor on her and had her eat a fresh steaming pile of shit so her mouth would have been full and we didn't have to hear this worthless cunt speak at all.,1
Non lethal weapon's do not control crowds lol. I love Rogan but this discussion was stupid as fuck.,1
The cop had a fractured eye socket and the fist two shots were fired from a bottom position inside the cop car from a guy who was about to be brought in on a second degree murder charge,0
I guess she misread Joe. Have you ever seen anyone put in their place more swiftly and eloquently? I'm not even sure she realizes it.,0
Hey! Shout out to the Thai writing on his shirt. LOL #ThaiPride!,0
love rogan ... but no tear gas is not again the geneva convention lol .... thats mustard gas which burns your ribs inside and you vomit them out ... sorry just had to say it,0
Shibby dibby ignoramus ass bitch,1
You can't shoot tear gas at professional soldiers but members of the public in your own country is absolutely fine!!,1
THIS BITCH SHOULD BE DEPORTED,1
The show title doesn't belong with the host name.,0
Jimmy Dore is a dickhead squared.,1
As if the traffic on the 5 isn't bad enough.,0
bear mace and gas pedal,1
Fucking dumbass attention whores causing more problems.,1
Move or be tazed then arrested.,0
If they were doing that to me they would be eating all the coal I could roll,1
"What a garbage police,kick them all out of their jobs,what are they paid for if they can do what they supposed to do,they let that shit off protesters blocking thousands of people from which some of them could have an emergency,I wouldn't be surprised,when I see the video,that police like to kissing them.What a idiotic law enforcement you have there!",1
did the police charge them?,0
"where is the nice lorry driver when you need him, should have just ran these fucks over.",1
"mmh 2 years already, still the same moronic bullshit going on in your shit ass country",1
Run over the mdrfckrs!!!!,1
Run them over,1
The protesters look like kids (16-22?) I wonder if anyone got their license plate numbers? Pretty wild that a bunch of kids could do that much damage? Our infrastructure is pathetically weak.,0
2:22 a piece of shit that has no business wearing even a CHP uniform.,1
The new episode of SNL also i feel sorry for thy guy at 3:53,0
"You know what is worse than being late to work, being shot and killed.",1
Run them down,1
They should all be shot. I would have ran all of them over.,1
I've always been so good at being moderate and understanding but when I saw the woman in scrubs...screw the Black Lives Matters movement. I hope it dies.,1
look at the dimwad police...escorting back the people being held up...idiots,1
this was great footage... I wish the news casters would have shut up the minute the police officer started talking and just let it play out...that would have been much more interesting then hearing them comment on it,0
"All you have to do is drive slowly towards them. If they're smart, they'll get out of the way.",1
"Truly sad. The people who were stopped on the roadway should have simply walked up the protestors and informed them that in 30 seconds they were going to use them as punching bags, boys and girls if they did not move. If they did not disband, lay into them. Those bitches needed their asses kicked. As far as the CHP, not even one citation was written. Bitch cops.",1
"How the fuck is this peaceful? Gun and gas this human road block, problem solved.",1
"i never was racist, but this almost makes me to be one... (ofc i dont mean it, but you get the idea)",0
RUN THEM OVER,1
why is Black lives matter out there ? take your Black asses Home ... has Nothin to do with your Black asses !,1
"I'm just upset about the court ruling, if ur that upset to close a whole freeway, just go to the main cause of it, but an airline ticket, this is America, freedom of speech is an active right",0
"Did the Store owner ever get PAID for the cigars this ""fn innocent"" my ass kid STOLE???",1
some of us have jobs you fucking losers. Get out of our way,1
"Haha 4:37 a big old ""Fucking"" made it through the censor",0
"Glad these protestors affect so many people, gives the public more reasons to hate them",1
"Anyone stupid enough to stand in the roadway should be run over. If they die, it will only improve the gene pool.",1
The drivers should have just ran them over and kept going!,1
"Blacks are able to do this because it was White people in rush hour traffic coming home from a job! They bring their lazy asses out from watching TV and getting high to fuck with the very people providing their welfare. Yea, these White people are the same who sit on juries that rule on po-lice brutality and shootings. Piss them off. I'm SO sure you're getting them to see your side of the story!",1
cop dont even do anything wtf.protesters i want to break there face in. losers nolifes,1
The only time I'd want to see a sniper in the bushes start picking them off one by one,1
"Fuck this stupid ass generation. Id like to apologize for my generation. I agree with peoples right to protest, speak, etc. But for the love of GOD don’t mess with people that didn’t do anything. Get petitions signed, write the government. Why you gotta fuck up everyone’s day",1
all those people on the road a re goddamn kids,0
wouldve just brought my AR-15 and that wouldve done the job dont care if i went to jail those nogs would deserve it,1
Get a job!,1
What are they proving by blocking the road,0
The drivers should've pounded on them!,1
"Cops make money arresting people. There they are! Easy money. No tazing, no macing, no hurting just grab and cuff! Huge safety violation right there.",0
Useless people standing in the middle of the road screaming useless shit.,1
Why didnt the police do their jobs and arrest these idiots for blocking a public road??? This is ridiculous and these people should have been arrested or ran over for being too stupid to not be on the freeway!,1
Well... bring out the tear gas and the beanbag rounds and rubber bullets,1
*Monkey screamin bout honkies intensifies*,1
Who the fuck has time to be on the freeway???,0
A few warning rounds with a gatling gun will clear the freeway in an instant.,1
"Omg, these dumbass protesters are preventing cops to do their job because of their whining. I really really hate people who protest like this. Edit: Look at that ugly ass black girl with the big eyes.....",1
"They should have gotten the Fire Dept. with fire trucks and blast them this water jets, they'd get off!",1
All liberal nonsense,1
Can’t believe these people really believe there leading some kind of revolution,0
I would really love to see a car with a snow plow and just drive straight through the protester,1
THESE FUCKING COMMIES didn't even know what happened,1
"They just need to arrest all those protesters as soon as they start blocking traffic. If I was a driver and i saw them starting to block the road, i wouldn't stop for em.",1
"Anyone else pissed off about how it ended? Just let them walk off, no big deal. All the crap that they just pulled and no one got pepper sprayed",1
I don’t care what they are protesting about. One of them should have run there punk ass’s over. I hope they all get run TF over,1
Black lives splatter.,1
"I'd walk right past the cops and pepper spray them all , Boy I can't wait for my free pass to beat a protesters ass.",1
There should be a law where you won't be prosecuted if you run over people blocking the streets. They sure know how to go about winning people for their cause by doing this! Lol,1
"Just accelerate, if you go fast enough, no one will be able to film your plates in time",1
They need to shoot those racist fucktards,1
You whites are so racist always in comment section . I'm so glad you whites are being exterminated . Another 100 years or so an there will be no whites . Peace on earth,1
"some get pay to protest, and so if you ask what they protesting some have no idea but just flow along,,, by all mean i would run them over and the most fuck up system in us is they cant be arrest but those drive thru them will be arrest that's fuck up system in america, it's ok to have the voice and the right but at no right block off traffic",1
Very weak display from law enforcement.,1
Let's all just relax *slowly grabs 12 gauge*,0
Should run all those MOTHERFUCKERS OVER,1
No talk... Get those fuckers off the road period ! I would have run the down... Let them sue...,1
Plow through them they will get out of they way.,1
I would get my car and start doing burnouts in their faces. Either move or get smoked,1
run them over,1
The fuck are thes cops being a pussy?,1
California is so stupid ! Just arrest all them and charge them ! Drivers need to get too work To feed their Families,1
Hope those fuckers get slammed with major fines. Fucking idiots.,1
One mustang needed in this situation lol💀💀,1
Should of ran everyone of them over.,1
I'd just pop a couple of shots in the air and watch them scatter like roaches when a light turns on.,1
someone should have taken one for the team and plowed right through them,1
Nothing more hypocritical than a movement claiming to support blacks by blocking probably hundreds of blacks trying to get to their job to feed their god damn family,0
Ahhhhhhh............i love this country,0
"Useless cops, talk to the protesters instead of breaking heads.",1
Dumb ass people run over them all 😡,1
If you are the parent of one of these kids you have failed the one job you had as a parent. Dont raise a cunt.,1
Bored stupid kids,1
"German Police is pretty ""nice"" but even they would have beat these protestors",0
run them over,1
Run the black cunts over,1
Ram those pricks.,1
"Next time they do that, line up some cars and start making burnout smoke to ""riot gas"" them. Non lethal and eficient. (Double check if it actualy is non lethal of course XD)",1
"I just thought about how to deal with this situation as a driver. The only working thing I came up with was getting out of the car, getting other drivers of stoppes cars to come with me and clean the road. But that's self justice. Something we all support irrationally and are against rationally.",1
"Fucking idiots, get outta the way....some people gotta get to work!",1
"Too bad nobody ran them down! Hmmmm? If your dumbass lives matter, then stay the fuck out of the street, DUH!!! 🙄🙄",1
"run'em over, they're on a freaking freeway",1
"Pepper spray them. For them to create a dangerous situation for motorists they should get put in jail. This isn’t s peaceful protest if they are infringing upon other citizens rights to move freely and about, but cannot due to the blockade of so called protestors creating a dangerous situation.",0
Arrest all of them,0
"I wish so much that when these types of protesters come out they would all be arrested, fined, and taught the law...",0
This made me mad why didn’t you just point guns at them,0
"They should all be arrested for blocking a highway. If you want to protest, do it somewhere else.",0
They should have protest in furgison not in So Cal. Take the fight to wear it started,0
Do people not realize blocking roads and pissing people off do not get people onto your side,0
If I ever get in a situation where I can run these assholes over...*I WILL*,1
just run there stupid ass over. there stupid enough to stand in the middle of a freeway,1
If I was there I will sue them for the time they wast ...,0
These Californians deserve this backup since they elect people that allow this to happen without consequences. If they tried that where I lived they would be shot at and runned over.,1
"There's a lot more drivers there, they should have banded together and collectively beat the living shit out of every one of those little pricks.",1
run them over,1
The crazy thing is I thought offices never do anything I want of random people over,0
Would’ve been satisfying if someone threw a Molotov in the middle of the group.,1
Run them over. Ignorant fucks the world will do better without them,1
One paintball gun is all it takes.,1
Tell them they are breaking the law by blocking an interstate and traffic will be let through. If you get hit by vehicles after being told to leave not only will the drivers of the vehicles noy be charged but any injuries incurred will be billed to the retards standing in the street.,1
"This is where the gas grenades, pepper spray and knight stick would be applied",0
"I don't get it. Aren't they protesting to like, the wrong people?",0
can’t you just stand on the side of the freeway instead of blocking thousands of cars,0
If a patient is ever in an ambulance during this and get injured worse because they can’t make it to the hospital the protestors should be liable and if they die then the protestors should be charged with man slaughter,1
You should be legally allowed to run them down with no consequences,1
"Give me the keys to a county Snowplow,,, I'll get that road open ASAP !",1
And if my kid did that I would beat the shit out of him.,1
If this happen I would drive though them if I have to n if a cop does that Shit then they mess up letting them finish what they have to say like have need to get home or work u see how long that line of cars was. holding people up for there bullshit,1
"I don't give a fuck what it is they're protesting about. DON'T BLOCK FUCKING TRAFFIC YOU CUNTS. Why piss on everyone else's day? Honestly such cunts. There should be a law where if you intentionally block traffic, drivers reserve the right to run you the fuck over. It's just quickening the Darwinism process anyway.",1
How did they get the Time off from work? JK,0
"Those dumb fucks, screwing fellow citizens over instead of protesting against the police. 🤦‍♂️",1
I would’ve pressed my m button and shoot the tsar bombar outta my car into them,1
Everyone wants to be the next MLK but the issue is that there aren't problems in the US anymore that require another MLK.,0
It's hilarious seeing these morons get hit by cars,1
RUN THEM OVER,1
how NOT to do a protest,0
"I understand the point black lives do matter but blocking off traffic like that like WTH is that gonna do... There is people that need to go places hospitals, family,work ,etc and this to me is just plane stupid",1
1) Obstructing interstate commerce is a Federal Felony offence. 2) The cops are useless. 3) BLM is the democrats modern version of the racist terroristic KKK they also created. 4) These are not protesters they are rioters. 5) The drivers of the first row of cars are wimps. 6) Imagine dying in a ambulance stopped in a traffic jam miles long.,1
Where are the trucks with foghorns,0
These people did more to hurt their cause than help it that day. No one that is rational is on the blacklivesmatter side anymore.,0
A Supra needs to let off if that happens,0
Signs saying black lives matter and they are blocking black and white people. wtf?,1
Should have dealt with them with force,0
Drive through them,1
If it was me I would have just kept going if you get hit you get hit I'd slowly push my way through ppl who did that need to grow the fuck up,1
It should be a law if there a protesters blocking the street you should be leagaly allowed to run them over,1
pepper spray the cunts. They will run.,1
Bunch of pussies who have nothing better to do than to cry about problems that are only escalated because they do stupid shit like this,1
I'm not informed 100% about what exactly is going on but that was fucked up! I'm trying to find reliable resources to understand this. I can't believe that it is 2014 and thing like this is still happening.,0
the people in ferguson have to loot! the oly thing the goverment cares about is the economy! fuck it up n they will make an effort to stop crooked cops!,1
good quality !,0
Welcome to New World Order.,1
